nombre_cliente,Folio,capital,porcentaje,tipo_contrato,completado,fecha,nombre_ejecutivo
Mayne Grelik,11-559-1581,1000,27,renovacion,1,7/9/2019,Mitchel
Bunnie Manjin,25-598-4545,1500,40,renovacion,1,6/4/2021,Noa
Dorene Culley,47-025-7322,2000,27,nuevo,1,6/3/2019,Rosa
Angelita Sayre,48-989-8365,3500,60,renovacion,1,2/4/2022,Ismael
Reggis Heathorn,75-073-9994,2000,60,renovacion,1,9/13/2021,
Danyelle Antoniat,31-133-9957,4500,60,renovacion,1,7/6/2020,Heber
Kara Waugh,13-254-8081,2000,13,nuevo,1,7/25/2020,Alvaro
Damien Padmore,91-472-4772,5500,13,renovacion,1,7/29/2021,Jose
Brandon Stebbing,48-861-6430,5000,13,reestructutacion,1,9/13/2020,Sandra
Royce Gerwood,31-473-9788,5500,13,renovacion,1,3/24/2022,Miguel
Sax Demko,00-497-8728,5000,40,nuevo,,9/23/2020,Fanny
Hamish Wetherell,99-143-6452,5000,40,reestructutacion,1,2/22/2022,Luis
Lotty Banaszkiewicz,00-691-9000,5000,40,reestructutacion,1,10/10/2021,Monserrat
Kore Rimell,62-678-4951,3000,40,nuevo,,3/12/2022,Noa
Ginnie Sharrock,42-946-4281,2500,40,nuevo,,3/24/2020,Juan
Chaunce Misken,24-132-9685,2000,60,nuevo,1,1/21/2022,
Asia Farndell,58-329-2747,5500,60,reestructutacion,1,1/5/2021,Horacio
Kerwinn Sieghard,71-915-6403,5500,27,reestructutacion,1,8/24/2019,Juan
Leon Pelos,94-189-7918,3000,60,nuevo,1,7/15/2020,Ángel
Dukey Stanners,86-034-5053,4500,27,nuevo,,9/19/2019,Ángel
Jennie O'Loughane,90-782-6015,3500,60,reestructutacion,1,2/12/2020,Ismael
Myer Fahrenbacher,62-287-2193,5500,60,renovacion,1,6/19/2021,Jorge
Junie Angood,78-108-6289,3000,40,reestructutacion,,5/2/2020,Saul
Diarmid Urien,32-205-1199,1000,40,nuevo,,3/8/2020,Rafael
Michel Avo,51-815-6230,2500,13,nuevo,,2/9/2022,Mitchel
Vincenz Withur,84-796-4511,6000,40,nuevo,1,2/5/2022,Monica
Dione Bottrell,31-521-4911,4500,60,reestructutacion,1,12/23/2020,Grisel
Felipa Snooks,75-872-4218,4000,13,renovacion,,5/10/2021,Natali
Bruis Brunskill,98-112-0430,2000,13,nuevo,,2/28/2022,Francisco
Heindrick Wildes,07-902-1619,2000,40,nuevo,1,3/23/2022,Jorge
Ellie Cutforth,84-569-6486,3500,40,renovacion,1,9/22/2020,Francisco
Maddy Rosenqvist,57-337-8873,1000,40,nuevo,1,11/23/2020,Anthony
Augustin Triswell,58-894-3461,3500,13,nuevo,1,5/7/2019,Rosa
Kelbee Perutto,29-061-8485,6000,40,nuevo,,2/3/2020,Perla
Anders Medcalf,52-895-4244,2000,60,nuevo,1,5/28/2021,Monica
Artus Matis,46-397-3180,3000,60,reestructutacion,1,5/16/2020,Horacio
Winnifred Matczak,35-939-9463,4000,40,nuevo,1,8/20/2021,Heber
Selia Gainsborough,28-892-5767,3000,60,reestructutacion,1,9/20/2020,Daniel
Simeon Sircombe,15-215-0909,1000,60,renovacion,1,2/28/2022,Alvaro
Alberik Dakhov,06-601-9875,3500,60,reestructutacion,,7/30/2021,Sandra
Suzanne Brydone,74-288-5207,1500,60,nuevo,1,4/7/2022,Aketzali
Hurleigh Tapper,71-115-4333,4500,40,reestructutacion,1,10/2/2020,Juan
Damiano Twiggins,63-220-1217,2500,13,nuevo,1,9/4/2020,Luis
Hugo Tomlett,85-478-2077,5500,40,nuevo,1,5/17/2019,Miguel
Ransell Blackall,87-457-1672,1500,60,reestructutacion,1,8/30/2019,Belen
Georgetta Branca,18-691-5808,3500,40,renovacion,,5/7/2019,Monserrat
Conan Scotland,15-350-4028,5000,13,nuevo,1,8/6/2020,Fanny
Hamlin Boyack,46-638-4361,1000,60,renovacion,1,7/7/2019,Cristobal
Lucie McLuckie,72-026-2322,4500,27,renovacion,1,6/23/2019,Mitchel
Hartwell Luter,51-900-2626,1000,60,reestructutacion,1,11/8/2020,Rosa
Ryley Hastler,40-509-5964,5500,60,reestructutacion,1,9/17/2021,Heber
Shelbi Pepler,15-052-1483,2000,27,renovacion,1,3/4/2020,Noa
Will Gartland,82-468-2836,3000,13,renovacion,1,1/28/2020,Cristobal
Cindelyn Kirkbright,54-448-7524,3000,60,renovacion,1,6/22/2020,Monserrat
Rubia Menendez,49-322-6533,1000,27,reestructutacion,1,6/1/2020,Cristobal
Frederik Maulkin,94-875-7385,5000,60,nuevo,1,5/29/2019,Fabiola
Felicdad Clawe,72-704-9101,2500,40,nuevo,1,2/21/2022,Anthony
Marlena Titchen,72-335-0740,3000,60,renovacion,1,6/3/2020,Mitchel
Estelle Orrill,41-411-0944,6000,40,reestructutacion,1,7/14/2019,Dulce
Deanna Legges,37-193-8732,1000,13,renovacion,,2/12/2022,Monica
Arlinda Searsby,55-804-6636,1500,13,reestructutacion,1,7/13/2019,
Kendal Itzkovwitch,70-711-7228,4500,27,nuevo,1,2/4/2022,Alvaro
Ardyce Tremblet,16-776-0702,4500,13,reestructutacion,,5/23/2019,Aketzali
Ange Blizard,08-716-9904,3000,60,reestructutacion,1,8/21/2021,Felipe
Rolph Biskup,01-182-9590,1500,40,renovacion,,5/9/2021,Efraín
Myranda Simkin,27-193-7972,1000,13,renovacion,,12/27/2019,Ángel
Edeline Krauze,56-302-0874,6000,40,reestructutacion,1,3/25/2021,Felipe
Alix Fancutt,52-144-8388,4500,27,nuevo,1,3/15/2020,Ismael
Shelly Juster,76-206-1514,1500,13,renovacion,1,1/1/2022,Belen
Halsey Hadwen,57-246-3781,4000,27,renovacion,,11/3/2021,Fanny
Storm Claeskens,15-917-8075,4500,27,reestructutacion,1,12/13/2021,Noa
Antin Sare,72-292-7601,3500,60,renovacion,1,11/25/2021,Ismael
Tommi Domke,12-451-9659,6000,60,nuevo,1,12/22/2020,
Amabelle Sheaf,64-312-0895,2500,13,nuevo,1,12/19/2019,Grisel
Larry Storkes,93-193-3534,4000,60,renovacion,1,6/25/2020,Rafael
Brooks Bury,47-046-3140,5500,27,reestructutacion,1,1/22/2021,Luis
Juliette Blandamore,77-488-0834,3500,27,reestructutacion,1,12/25/2020,Blas
Alanson Feilden,04-519-8201,6000,40,reestructutacion,1,4/22/2021,Juan
Moira Aberchirder,14-178-9406,2000,60,nuevo,1,7/10/2020,Blas
Felix Messiter,25-618-2701,1500,60,reestructutacion,,11/10/2019,Fabiola
Tanner Axleby,29-258-1919,3500,40,reestructutacion,1,2/24/2020,Cristobal
Jarib Leavey,32-508-8233,1000,27,reestructutacion,1,11/12/2020,Jorge
Audie Deegan,00-214-3507,2000,27,renovacion,,8/16/2021,
Monah Scritch,91-003-8265,1000,60,renovacion,1,4/23/2019,Monica
Borden Grovier,83-189-3076,4500,40,renovacion,1,6/19/2021,Aketzali
Feodor Seakes,45-379-2482,2000,27,nuevo,1,5/10/2021,Mitchel
Glynda Stollenberg,59-659-5654,2500,60,renovacion,,11/1/2021,Fabiola
Gabe Theis,01-173-8413,3500,27,renovacion,1,10/31/2021,Cristobal
Rachelle Faichnie,84-650-5345,3500,60,nuevo,,10/31/2021,Ismael
Falito Sygrove,21-348-1007,6000,40,renovacion,,9/25/2020,Mitchel
Augie Stiller,60-838-3124,1000,40,renovacion,1,3/16/2020,Natali
Tudor Glasscock,17-987-6758,4500,40,reestructutacion,1,1/23/2020,Sandra
Darill Sedgmond,08-079-5568,2500,40,reestructutacion,1,3/20/2022,Natali
Ethyl Starsmeare,86-875-3623,4000,60,reestructutacion,,10/9/2019,Blas
Danny Edelheit,32-089-4204,1500,40,renovacion,1,5/13/2020,Alvaro
Marie-ann Dahl,97-622-8616,2000,13,nuevo,1,5/14/2021,Blas
Clyve Gerry,53-452-3735,3000,13,nuevo,1,8/31/2019,Francisco
Cyndi Wales,81-699-3484,2500,60,reestructutacion,1,9/20/2020,Anthony
Bailey Iacovucci,89-550-0906,2500,40,renovacion,1,12/1/2020,Felipe
Waylen Bellini,96-494-9775,5000,27,nuevo,1,4/1/2022,Ismael
Kale Ellens,75-694-7062,4500,27,nuevo,1,2/15/2022,Jorge
Nicol Harmes,26-892-3518,5000,60,reestructutacion,,11/8/2021,Perla
Megen Rentoll,01-923-1792,1500,40,renovacion,1,10/5/2019,Efraín
Gunner Janczak,35-918-0749,2000,27,renovacion,1,8/27/2021,Felipe
Antonina Glenister,79-704-9154,5500,60,reestructutacion,1,6/3/2020,Francisco
Roseann Le Maitre,85-015-6555,3000,13,nuevo,,11/17/2020,Rosa
Chaddie Demcak,38-214-4633,2500,27,reestructutacion,1,2/4/2022,Rosa
Binnie Buncombe,42-240-7117,2000,27,reestructutacion,1,9/23/2020,Perla
Lucina Aguirre,19-579-4956,5000,40,nuevo,1,1/18/2022,Rosa
Lacey Moreinu,48-716-8526,3500,13,nuevo,,9/19/2021,Aketzali
Tiffany Coultass,82-949-5984,3000,27,reestructutacion,1,1/27/2021,Blas
Karen Drane,97-628-5107,3500,60,nuevo,1,8/18/2021,Saul
Lyndy Beevens,66-974-0024,3500,13,renovacion,,10/19/2020,Heber
Dulcinea Sizey,09-509-6870,1000,40,renovacion,1,1/8/2020,Ismael
Mallory Ferencowicz,42-545-1903,3000,60,nuevo,1,8/8/2020,Belen
Sara-ann Riccelli,55-278-4038,6000,40,reestructutacion,1,2/9/2021,Jorge
Lind Maryin,77-219-0842,2000,60,reestructutacion,1,12/2/2021,Fanny
Valery Matthiesen,58-635-4741,3000,13,nuevo,1,6/18/2019,Dulce
Ede Chellenham,55-853-5536,6000,13,renovacion,1,8/8/2021,Dulce
Hope Hulle,22-651-7048,2500,27,reestructutacion,1,3/16/2022,Noa
Augustina Bohea,65-902-3609,5500,27,nuevo,,2/18/2020,Fanny
Elvis Torbard,67-689-8982,6000,60,nuevo,1,9/19/2020,Cristobal
Bert Salomon,81-275-7730,4500,60,renovacion,1,12/14/2021,Natali
Arv Anglin,01-976-7443,1500,27,renovacion,,5/15/2019,Ángel
Pooh Rofe,84-309-1269,1500,13,reestructutacion,,5/31/2021,Alvaro
Maurise Brognot,19-302-8057,1000,60,renovacion,1,12/13/2021,Alvaro
Odette Gourlie,55-921-2021,1500,27,renovacion,1,12/31/2019,Miguel
Miltie Stockwell,40-729-9287,5000,13,renovacion,,4/2/2020,Miguel
Daffy Brandt,44-850-5704,4500,13,reestructutacion,1,10/14/2020,
Goldi Paszak,08-411-5052,1500,13,reestructutacion,1,8/20/2020,Sandra
Val Hawking,80-003-5963,2000,60,reestructutacion,1,12/11/2020,
Benetta Tollmache,31-669-8112,5500,13,renovacion,1,8/4/2020,Daniel
Alix Bickerton,14-000-5560,2500,27,renovacion,,9/9/2021,Heber
Ami Boor,60-724-3537,5000,40,renovacion,1,10/24/2020,Saul
Oren Woolager,98-594-9991,4500,27,renovacion,,8/3/2019,Horacio
Forest Glave,80-023-5916,1500,13,nuevo,1,7/9/2019,Cristobal
Ericka Beveredge,57-372-1017,3500,60,nuevo,1,8/10/2021,Rosa
Isis Sweeting,09-824-7758,1000,60,reestructutacion,1,10/14/2020,Horacio
Kele Jirik,71-022-8742,2500,60,nuevo,1,12/24/2021,Mitchel
Chantalle Felten,28-381-3631,2000,60,renovacion,1,3/17/2020,Jose
Gaye Freed,83-986-6127,2000,40,nuevo,1,6/4/2019,Sandra
Dedra McCollum,42-979-7668,4000,13,renovacion,1,4/20/2019,Jorge
Had Etches,52-902-3023,1000,27,reestructutacion,1,6/22/2019,Monica
Tanhya Inkle,54-972-3309,2500,27,nuevo,1,1/11/2020,Mitchel
Vick Ninnoli,03-098-8059,1500,40,nuevo,1,11/16/2020,Saul
Teodor Corkitt,39-574-1388,5500,13,renovacion,1,11/1/2020,Felipe
Lilian Wennam,03-978-4681,4000,13,reestructutacion,1,8/31/2020,Heber
Terri Gonzalvo,88-895-1600,1500,40,renovacion,,3/21/2021,Luis
Vivie Hurdis,26-849-2763,3000,40,reestructutacion,1,7/16/2021,Monserrat
Cosette Alleyn,12-470-7974,1000,60,reestructutacion,1,1/30/2021,Horacio
Jodee Harber,08-402-6439,3500,13,renovacion,1,7/30/2021,Luis
Shel Diter,37-875-2686,1000,60,reestructutacion,1,8/27/2020,Belen
Theodora Baudi,77-366-3980,4000,13,renovacion,1,9/24/2021,Alvaro
Engracia Andrejs,59-185-4071,3000,40,renovacion,,5/16/2020,Felipe
Linnet Labarre,32-741-1970,2000,27,reestructutacion,1,5/28/2019,Anthony
Baryram Shevelin,16-436-2498,1500,13,renovacion,1,1/9/2020,Rosa
Tammi Grono,51-449-7188,3000,60,nuevo,,1/8/2021,Rosa
Holly Shwalbe,33-249-3232,5500,60,nuevo,1,3/13/2021,Efraín
Ramsey Sparwell,05-852-7870,1500,13,nuevo,1,4/2/2020,Belen
Rozele Yeabsley,34-762-0680,2000,60,renovacion,1,5/30/2020,Sandra
Heddie Kliche,49-688-9305,5500,60,nuevo,,12/22/2020,Miguel
Darci Miall,20-539-9757,4000,13,reestructutacion,1,6/29/2021,Rosa
Ede Giacomelli,18-020-0162,5500,27,nuevo,1,8/17/2019,Aketzali
Derrik Checchi,64-183-5085,3000,13,nuevo,1,8/23/2019,Belen
Arron Townson,38-450-3094,6000,13,nuevo,1,7/16/2021,Juan
Sven MacCorkell,91-358-6061,4500,13,nuevo,,5/2/2021,Jorge
Pepe Laste,61-401-5132,1500,60,reestructutacion,,6/13/2020,Aketzali
Lisle Ayrton,92-338-3045,6000,13,renovacion,,3/14/2022,Dulce
Crissy Gosker,68-097-8304,4500,60,nuevo,1,9/7/2020,
Cinnamon Cadwell,69-330-6033,4000,13,nuevo,1,12/24/2019,Monica
Tait Cowsby,64-905-5444,2000,40,reestructutacion,1,3/12/2021,Grisel
Lurleen Harnwell,20-346-2048,3500,40,renovacion,1,8/6/2021,Jorge
Anatol Hastler,55-158-1710,2000,40,reestructutacion,,1/18/2020,Efraín
Thorvald Zimmermeister,72-611-8226,3000,27,renovacion,1,7/9/2019,Grisel
Amandi Olivera,64-571-4536,4000,13,nuevo,,8/4/2021,Aketzali
Letti Reeken,61-890-7397,5000,40,nuevo,,12/15/2019,Fanny
Skelly Livings,02-934-7912,4500,40,reestructutacion,1,12/13/2019,Daniel
Othilie Ugoletti,61-127-9855,2000,27,nuevo,,3/12/2021,Alvaro
Kris Physick,47-255-4729,1000,27,reestructutacion,1,9/19/2020,Heber
Alon Broster,92-041-3089,3500,60,renovacion,1,9/30/2021,Blas
Verna Weatherup,00-046-6231,1000,13,nuevo,,7/23/2019,Ángel
Connie Rude,63-569-5914,4500,13,nuevo,1,10/19/2021,Felipe
Tony Iskow,00-333-0994,3500,60,renovacion,1,10/12/2019,Belen
Borden Richin,92-535-8442,2000,40,nuevo,1,9/4/2021,Horacio
Emile Stallybrass,22-906-5260,2500,13,reestructutacion,1,7/18/2020,Dulce
Sande Caulwell,85-005-9859,2000,13,reestructutacion,1,2/27/2022,Monserrat
Aurelea Gravestone,19-469-0457,3000,60,reestructutacion,1,2/22/2020,Luis
Garrett Melarkey,30-341-7809,2000,13,renovacion,1,2/15/2021,Luis
Vinita Maryon,94-061-4785,3500,27,renovacion,1,1/25/2021,Saul
Milly Bouzan,77-934-2662,3000,60,reestructutacion,1,12/21/2020,Jorge
Edlin Baraja,63-616-3946,1500,13,reestructutacion,1,11/1/2021,Luis
Flori Burd,14-868-5878,5000,13,nuevo,1,10/16/2019,Belen
Lenora Hailston,78-019-2382,2000,13,renovacion,,12/16/2019,Luis
Angie Kennett,38-882-0201,1500,60,renovacion,,2/13/2020,Natali
Prescott Hubbucks,99-889-2290,5500,60,nuevo,1,4/30/2021,Efraín
Barris Craney,38-859-7599,1000,27,renovacion,,8/23/2021,Miguel
Lura Feake,77-687-9885,6000,60,reestructutacion,,1/30/2020,Sandra
Wallace Hilling,33-019-4080,1000,13,reestructutacion,1,8/26/2020,Alvaro
Garry Gagen,18-154-7232,2000,40,reestructutacion,1,11/30/2021,Saul
Gabbey Blewmen,78-699-7539,4000,27,nuevo,1,9/4/2021,Miguel
Ivan Koppen,81-853-3653,1500,60,renovacion,1,12/8/2019,Fabiola
Etty Holwell,99-281-8524,5000,27,renovacion,1,5/6/2019,Jose
Anson Smoughton,54-345-2687,4500,27,reestructutacion,1,12/10/2019,Grisel
Ruperto Andriessen,89-546-2025,1000,27,renovacion,1,9/6/2019,Alvaro
Theodor Fader,96-096-1129,1500,40,reestructutacion,,7/7/2019,
Edouard Watsam,15-425-7291,5000,40,nuevo,1,2/10/2022,Noa
Yelena Crosetto,10-407-4081,4000,40,nuevo,1,5/10/2021,Belen
Karee Standley,41-490-8215,5500,60,renovacion,1,5/29/2021,Francisco
Vincents Baitman,38-853-5814,6000,13,renovacion,1,3/2/2020,Rosa
Etti Peterson,31-131-4659,2000,27,reestructutacion,1,6/27/2019,Efraín
Gav Spiby,37-757-2641,4000,27,reestructutacion,,9/28/2021,Ángel
Margy Curzey,22-582-1292,2500,40,nuevo,1,2/22/2022,Belen
Jami Erasmus,30-023-0774,3500,40,renovacion,,4/24/2019,Blas
Roze Riddles,72-631-2595,3500,60,reestructutacion,,6/20/2019,Monserrat
Dorolice McComb,77-479-7453,3500,60,renovacion,1,10/16/2019,Fabiola
Frants Erbe,09-239-1727,2000,27,nuevo,1,1/21/2021,Belen
Ardath Duddy,52-324-9550,1000,27,nuevo,,2/20/2022,Natali
Trenton Bullin,36-706-9474,5000,40,renovacion,,9/25/2019,Alvaro
Ty Weildish,22-614-8389,4000,60,renovacion,1,4/23/2021,Juan
Vannie Geaveny,09-204-7459,5000,27,reestructutacion,,4/29/2021,Natali
Odey Gregoretti,50-796-1664,3500,40,renovacion,1,5/24/2020,Dulce
Cecelia Astman,19-425-4629,6000,60,renovacion,1,9/28/2021,Jose
Mellicent Di Claudio,65-240-1617,3500,40,nuevo,1,12/16/2021,Grisel
Gloriane Ubsdale,86-187-6311,2500,40,nuevo,1,2/5/2022,Efraín
Graeme Sexstone,34-896-9012,1500,13,renovacion,,6/7/2020,Horacio
Fran Batt,17-772-0556,1500,13,nuevo,1,11/10/2019,Monica
Michail Rope,79-570-2104,6000,13,nuevo,1,4/14/2022,Aketzali
Darell Jakubowicz,55-809-9770,1500,60,nuevo,1,7/17/2019,Jorge
Hana Anthiftle,86-453-8613,1000,60,reestructutacion,,9/9/2019,Fabiola
Nina Zuan,69-024-8926,4000,60,nuevo,1,12/31/2021,Heber
Ninette Brandin,52-116-8057,4000,40,renovacion,1,10/25/2021,Jorge
Cristabel Sowter,93-630-7433,1500,13,renovacion,1,8/17/2019,
Ellwood Grewes,39-234-5192,4500,13,reestructutacion,,3/22/2021,Sandra
Marleah Cheer,56-524-6097,1500,60,nuevo,,12/18/2021,Jorge
Amity Fosbraey,96-894-4884,4000,40,reestructutacion,1,12/12/2020,Ismael
Dora Bradie,28-500-5957,2000,60,reestructutacion,,10/4/2021,Aketzali
Burgess Laird-Craig,15-927-5032,2500,40,nuevo,1,12/31/2020,Aketzali
Mable Lindenberg,88-148-1270,4000,27,reestructutacion,1,3/21/2021,Daniel
Ella Shynn,99-610-8500,6000,60,nuevo,1,5/6/2020,Felipe
Trefor Comins,24-305-2133,2500,40,reestructutacion,,7/17/2019,Monica
Ric Arkow,01-719-9926,4000,40,renovacion,1,10/25/2020,Jose
Junia Cogley,02-228-7386,5000,27,reestructutacion,,7/7/2021,Natali
Emile Domonkos,28-313-5100,2000,13,renovacion,1,8/23/2019,Alvaro
Keeley Joris,62-639-8827,3500,27,renovacion,,5/29/2020,Efraín
Marieann Chippindale,23-935-3100,1000,13,reestructutacion,1,2/16/2021,
Lucio Buyers,23-284-3004,3500,60,nuevo,1,6/8/2019,Daniel
Wolfy Rainville,91-531-9233,1500,60,renovacion,1,1/30/2020,Dulce
Corissa Jent,45-279-5225,4000,40,reestructutacion,1,10/21/2020,Mitchel
Nichol Trapp,96-212-7965,2500,27,reestructutacion,1,7/3/2021,Noa
Tedd Scullard,98-854-9400,4000,60,reestructutacion,1,8/4/2020,Ismael
Aveline Camplin,07-741-0822,3500,60,reestructutacion,1,9/14/2019,Perla
Julio Whaley,46-284-6089,1500,13,renovacion,1,10/23/2019,Cristobal
Briggs Jowsey,95-876-6092,1000,27,nuevo,1,3/1/2020,Mitchel
Cosme Bottomer,62-901-6304,3000,27,reestructutacion,1,12/18/2020,Horacio
Griz Ioselev,70-852-3883,6000,13,reestructutacion,1,9/29/2019,Fabiola
Mei Berryman,82-915-8353,1500,60,reestructutacion,1,10/13/2021,Alvaro
Adda Bontein,16-344-6701,2000,27,renovacion,1,7/3/2020,Horacio
Ashlan Geindre,04-150-6737,1000,27,renovacion,1,8/19/2021,Rosa
Chandra Tregensoe,33-939-8870,1500,60,renovacion,1,4/15/2022,Fabiola
Mandi Albers,30-949-3484,5000,27,renovacion,1,9/2/2019,Belen
Debi Moyer,42-386-8774,4500,60,renovacion,1,11/22/2021,Dulce
Rand Bicksteth,20-209-0331,1000,60,reestructutacion,1,2/17/2021,Fabiola
Jeniffer Plessing,57-091-6152,4500,60,reestructutacion,1,4/18/2019,Rafael
Lenna Gisby,45-509-0605,1500,27,renovacion,1,4/12/2020,
Magda Hauch,02-530-8828,2000,60,nuevo,,7/28/2021,Perla
Xenos Philliphs,56-859-8986,3500,27,renovacion,,12/3/2020,Horacio
Reidar Zorzini,85-527-0871,3000,27,reestructutacion,1,12/29/2021,Monserrat
Nickolaus Frowing,95-831-9549,1500,13,nuevo,1,5/7/2021,Alvaro
Angelica Moye,96-026-2058,6000,13,nuevo,1,7/19/2020,Ismael
Aggy Sowman,43-157-1278,2500,60,nuevo,1,9/17/2020,Blas
Nessi Wickersham,47-344-2587,3000,13,renovacion,1,3/25/2021,Perla
Harald Crust,39-985-1152,2500,13,nuevo,,7/29/2019,Mitchel
Gabbey Moulder,48-325-4808,4000,13,nuevo,,9/15/2021,Blas
Jeramie Caldero,93-456-1199,6000,13,nuevo,1,8/2/2019,Ismael
Cloe Caroli,80-703-3867,6000,60,reestructutacion,,8/31/2019,Luis
Duncan Fenne,32-589-4801,3500,60,reestructutacion,1,12/22/2021,Grisel
Abdel Siely,54-988-4200,3000,13,reestructutacion,,6/17/2020,Aketzali
Jany Cops,30-772-4621,5500,40,renovacion,1,10/25/2020,Efraín
Daryl Tift,97-136-6813,3500,13,reestructutacion,1,3/10/2022,Noa
Theresina Cisneros,88-652-2998,1500,27,renovacion,1,2/18/2022,Horacio
Violetta Srawley,98-063-1695,2500,27,nuevo,,11/23/2019,Heber
Domeniga Gniewosz,81-309-4261,4000,40,nuevo,1,5/16/2020,Miguel
Whitaker Launder,42-916-9412,5500,40,nuevo,1,5/30/2021,Ángel
Liesa Lamplugh,57-681-8355,1500,27,nuevo,1,8/28/2019,Jose
Thorndike Gormally,86-167-4385,6000,40,nuevo,1,11/27/2019,Fanny
Carmine Critchell,94-830-9869,5000,13,renovacion,1,1/31/2021,Noa
Waldo Gladdis,86-227-9243,1000,13,nuevo,1,6/6/2021,
Michail Wint,48-024-5723,3000,40,nuevo,,12/3/2021,Daniel
Gratia Lalley,78-093-2876,3500,40,renovacion,1,10/5/2019,Aketzali
Gates Dunbleton,82-124-8586,2500,27,renovacion,,3/7/2022,Efraín
Neil Osichev,03-375-0124,3000,13,renovacion,1,3/21/2020,Perla
Thalia Basini-Gazzi,98-111-6599,1500,60,reestructutacion,1,9/23/2020,Rafael
Katie Mewis,53-458-1032,1000,40,renovacion,1,6/3/2019,Rafael
Emile Handman,47-632-8862,6000,27,renovacion,1,12/15/2019,Horacio
Jameson Tomaschke,02-535-9992,5500,40,nuevo,1,7/29/2020,Jorge
Klara Veracruysse,88-275-6249,5500,27,renovacion,1,2/21/2021,Miguel
Felicia Placide,04-499-4225,4000,60,renovacion,1,6/21/2020,Efraín
Eolanda Jirasek,83-188-4069,2500,27,renovacion,1,5/30/2019,Francisco
Lizbeth Rittmeier,69-891-2433,3500,13,renovacion,,11/12/2020,Alvaro
Stirling Westgarth,22-872-0901,4000,60,renovacion,1,7/12/2021,Daniel
Shannen Tenwick,45-186-6931,2500,13,renovacion,1,3/16/2022,Monserrat
Morten O'Giany,34-648-6271,2500,60,nuevo,1,4/6/2022,Horacio
Deni Besemer,27-678-8844,5000,27,nuevo,,1/23/2022,Perla
Nealy Copping,12-293-1129,3000,40,nuevo,1,7/13/2021,Monserrat
Farly Fishlee,37-025-2286,2000,40,renovacion,1,4/15/2020,Mitchel
Bernete Harmson,48-017-1469,4000,60,renovacion,,5/31/2019,
Bayard Wychard,47-713-2924,5500,27,reestructutacion,1,2/20/2020,Aketzali
Saloma Kirtland,76-402-0382,4000,60,nuevo,,8/15/2020,Efraín
Ashlin Fessier,65-131-7546,4000,13,nuevo,1,4/4/2022,Efraín
Pauli Maryman,69-233-6308,2000,27,renovacion,1,8/24/2021,Ángel
Norbie Shortcliffe,35-140-6400,5000,13,renovacion,1,8/12/2021,Heber
Pascale Bernardin,05-085-0220,4500,60,reestructutacion,1,2/7/2021,Monica
Cleveland Falconer-Taylor,30-617-0570,3500,60,renovacion,1,9/8/2021,Rosa
George Newcom,63-999-7835,3000,27,nuevo,1,8/16/2019,Belen
Sherie Follin,01-581-2125,4000,27,nuevo,1,4/11/2020,Grisel
Keir Pays,16-478-5815,3500,60,renovacion,1,11/2/2019,Blas
Brodie Rutgers,07-758-3604,4000,40,reestructutacion,1,5/13/2021,Fabiola
Fay Boam,17-777-4725,1000,40,nuevo,1,5/1/2019,Fabiola
Torry Iacopetti,09-023-5358,4000,40,reestructutacion,,12/18/2020,
Bella Mattiuzzi,09-466-0169,1500,60,nuevo,1,3/31/2021,Luis
Mal Weddup,60-292-1585,5000,60,reestructutacion,1,1/9/2022,Jose
Tanner Coucher,81-359-6201,5500,27,nuevo,1,4/15/2020,Horacio
Jacqui Torrie,26-936-6624,5500,60,renovacion,1,6/30/2020,Horacio
Randie Mander,94-127-3079,2500,60,nuevo,1,3/27/2021,Natali
Zacharias Annear,61-631-4739,1000,60,renovacion,1,4/13/2021,Daniel
Laurette Strelitz,54-445-7867,5500,27,nuevo,1,7/5/2021,Heber
Marabel Gerriet,72-731-6510,5500,13,nuevo,,10/13/2020,Cristobal
Kendra Kienle,92-474-7042,2000,60,reestructutacion,1,5/9/2019,Sandra
Trescha Klass,79-223-5863,4500,60,nuevo,,12/27/2020,Saul
Olin Muir,03-641-0275,5500,40,nuevo,1,9/4/2021,Cristobal
Gannie Childe,88-673-6531,5000,27,nuevo,1,4/21/2019,Luis
Rhea Caldow,28-921-6035,1500,13,nuevo,,11/20/2020,Cristobal
Jonie Swale,17-549-8596,1500,13,nuevo,1,3/18/2020,Ismael
Donalt Pettko,70-160-6268,4000,40,nuevo,1,3/23/2022,Alvaro
Veronike Crunkhurn,09-271-2182,3000,60,renovacion,1,2/24/2022,Cristobal
Carry Darley,85-370-1801,4500,13,reestructutacion,,1/30/2020,Sandra
Paton Euplate,84-663-9472,5000,27,nuevo,1,10/21/2019,Cristobal
Payton Sexty,40-551-2716,3000,27,nuevo,1,11/15/2021,Ismael
Burr Cordingley,26-871-9482,3000,13,reestructutacion,1,1/24/2021,Sandra
Henry Morfett,16-528-8901,4500,60,nuevo,1,12/13/2020,Ángel
Nil Duran,67-488-6853,1000,60,reestructutacion,1,10/24/2019,Heber
Sabine Sperski,04-468-2110,1000,40,reestructutacion,,6/2/2019,Daniel
Brittni Mougel,07-385-1384,2500,40,renovacion,1,3/8/2022,Natali
Godfry Brockest,77-887-1775,3500,60,nuevo,1,12/29/2021,Sandra
Raviv Northleigh,23-755-8408,1500,13,renovacion,1,4/24/2020,Fanny
Tobin Duiged,33-776-9493,5500,60,renovacion,1,1/4/2020,Miguel
